cluster	pdb	uniclust	scop	pfam	full
41753	0	1	0	0	1
15654	0	1	0	0	1
41757	1	1	1	1	1
12970	1	1	1	1	1
29552	1	1	1	0	1
29553	0	1	1	0	1
29556	0	0	0	0	0
29005	0	0	0	0	0
29006	0	1	0	0	1
7089	1	1	0	1	1
29558	0	0	0	0	0
50546	0	1	1	0	1
20455	1	1	1	0	1
37925	0	0	0	0	0
37926	1	1	1	1	1
37922	0	1	1	0	1
45903	1	1	1	1	1
37929	1	1	1	1	1
20420	0	1	1	0	1
15384	0	1	1	0	1
15380	0	1	0	0	1
15382	1	1	1	1	1
8178	0	0	0	0	0
39197	1	1	1	1	1
20720	0	1	0	0	1
7581	0	0	0	1	1
39320	1	1	1	1	1
39321	0	1	0	0	1
15473	0	1	0	0	1
6941	0	0	0	0	0
51017	0	0	0	0	0
6947	1	1	1	1	1
21396	0	1	1	0	1
50731	0	0	0	0	0
26769	0	0	0	0	0
20879	1	1	1	1	1
26764	0	0	0	0	0
7135	1	1	1	1	1
26763	1	1	1	1	1
47576	0	0	1	0	1
47570	1	1	1	0	1
20359	0	0	0	0	0
47573	1	1	1	1	1
34789	1	1	1	1	1
34788	1	1	1	1	1
37631	1	1	1	1	1
34784	1	1	1	1	1
8396	1	1	1	1	1
34781	1	1	1	1	1
8391	0	0	0	0	0
6869	0	1	0	0	1
34782	1	1	1	1	1
40405	0	1	0	0	1
40407	1	1	1	1	1
40402	0	0	0	0	0
28318	1	1	1	1	1
40408	1	1	1	1	1
4398	0	0	0	0	0
4390	1	1	1	1	1
4392	0	0	0	0	0
4395	1	1	1	1	1
4396	0	0	0	0	0
4397	0	0	0	0	0
472	1	1	1	1	1
28752	1	1	0	0	1
47752	0	1	0	0	1
477	1	1	1	1	1
1360	0	1	1	0	1
47757	0	0	0	0	0
47758	1	1	1	0	1
28976	0	0	1	0	1
28972	0	1	1	0	1
3199	1	1	1	1	1
28202	0	0	0	0	0
22467	1	1	1	1	1
13737	1	0	0	1	1
13734	0	1	1	0	1
35783	1	1	1	1	1
4020	1	1	0	0	1
12966	0	0	1	0	1
34904	0	0	0	0	0
4029	1	1	1	1	1
19962	1	1	1	1	1
11381	1	1	1	1	1
11383	0	0	0	0	0
11385	0	1	0	0	1
11388	1	1	1	1	1
11389	1	0	1	0	1
43271	0	1	0	0	1
43275	1	1	1	1	1
49094	1	1	1	1	1
1659	1	1	1	1	1
19158	0	0	0	0	0
32528	1	1	1	1	1
19406	0	1	1	0	1
51067	0	1	0	0	1
3994	0	1	0	0	1
51060	1	1	1	0	1
32521	0	1	0	0	1
19152	1	1	1	1	1
44506	1	1	0	0	1
43181	0	1	0	0	1
43186	1	1	1	1	1
35435	0	1	0	0	1
35430	1	1	1	1	1
35433	0	0	0	0	0
23847	0	1	0	0	1
23843	0	0	0	0	0
27177	1	1	1	1	1
27171	1	1	0	0	1
296	0	1	0	0	1
32782	1	1	1	1	1
32787	1	1	1	1	1
293	0	0	0	0	0
291	0	0	0	0	0
36203	0	1	1	0	1
36200	1	1	1	1	1
44987	0	0	0	0	0
25448	1	1	1	1	1
25449	1	1	1	1	1
25444	1	1	1	1	1
582	1	1	1	1	1
36208	0	0	0	0	0
25440	0	0	0	0	0
43986	0	0	0	0	0
42055	0	1	0	0	1
42057	0	1	0	0	1
42051	0	1	0	0	1
42052	0	0	0	0	0
26048	0	1	0	1	1
46009	0	1	0	0	1
42582	0	0	0	0	0
3717	1	1	1	0	1
6191	1	0	1	0	1
2442	1	1	1	0	1
2443	0	1	0	0	1
2444	1	1	1	1	1
40359	1	1	1	1	1
7865	0	1	0	0	1
2515	1	1	1	0	1
39927	1	1	1	1	1
16819	0	0	0	0	0
16818	1	1	0	1	1
42633	0	1	0	0	1
42637	1	1	1	1	1
16811	1	1	1	1	1
16815	0	0	0	0	0
16816	0	0	1	0	1
12120	0	0	0	0	0
6372	1	1	1	1	1
6373	1	1	1	1	1
6374	1	1	1	1	1
6375	0	1	0	0	1
10417	0	0	0	0	0
10143	0	0	0	0	0
39690	1	1	1	1	1
10144	1	1	1	1	1
10146	1	1	1	1	1
46517	1	1	1	1	1
10419	1	1	1	1	1
9638	0	1	0	0	1
40989	0	1	0	0	1
49892	0	1	0	0	1
15860	1	0	1	1	1
2836	0	1	0	0	1
9323	0	0	0	1	1
19738	0	1	0	0	1
9326	1	1	1	1	1
40985	1	1	1	1	1
9637	1	1	1	0	1
21729	1	1	1	1	1
37558	1	1	1	0	1
8947	0	0	0	0	0
33075	1	1	1	1	1
8948	0	1	0	0	1
18852	0	0	0	0	0
18851	0	1	0	1	1
37000	0	0	0	0	0
48364	1	1	1	1	1
45205	0	0	0	0	0
48360	1	1	0	0	1
41238	1	1	1	1	1
45208	0	1	0	0	1
45646	1	1	1	1	1
40181	0	0	0	0	0
26977	0	1	0	0	1
40189	0	0	0	0	0
36744	0	1	0	0	1
49944	0	0	0	0	0
48230	1	1	1	1	1
15448	1	1	1	1	1
49940	1	1	1	0	1
45867	0	1	1	0	1
49419	1	1	1	1	1
3394	0	0	0	0	0
1991	1	1	1	0	1
1622	0	1	1	0	1
1620	1	1	1	1	1
5186	1	1	1	1	1
5187	0	1	1	0	1
1996	0	0	0	0	0
1629	0	1	0	0	1
3208	0	1	1	0	1
48092	1	1	1	1	1
45061	1	1	1	1	1
45062	1	1	1	1	1
48091	0	0	0	0	0
45064	0	0	0	0	0
45065	0	1	0	0	1
41589	0	0	0	0	0
14720	0	0	0	0	0
41587	1	1	1	1	1
22816	1	1	1	0	1
48099	0	0	1	1	1
2861	0	0	0	0	0
2862	1	1	1	1	1
29968	0	0	0	0	0
44334	0	0	0	0	0
555	0	0	0	0	0
556	1	1	1	1	1
40361	0	1	0	0	1
29965	1	1	1	1	1
24238	1	1	1	1	1
14245	0	0	0	0	0
14715	1	1	1	1	1
14717	0	1	0	0	1
14718	0	0	0	0	0
14719	0	0	0	0	0
24233	1	1	1	1	1
28568	1	1	1	1	1
24235	1	1	0	0	1
14249	0	0	0	0	0
5458	1	1	1	1	1
5459	1	1	1	1	1
1191	1	1	1	1	1
5451	0	1	0	0	1
5452	0	0	0	0	0
3341	0	1	0	0	1
1195	0	1	1	1	1
1194	1	1	1	1	1
5456	1	1	1	1	1
30529	1	1	1	1	1
4976	1	1	1	1	1
30524	0	1	1	0	1
41894	1	1	1	1	1
10109	1	1	1	1	1
34206	0	1	0	0	1
30522	1	1	1	0	1
35159	1	1	1	1	1
31127	0	0	0	0	0
4253	0	0	0	0	0
4252	1	1	1	1	1
4255	0	0	1	0	1
31691	1	1	1	1	1
31692	0	0	0	0	0
31693	0	1	0	0	1
18148	1	1	1	0	1
18143	1	1	1	1	1
28214	1	1	1	1	1
42512	1	1	1	1	1
31342	1	1	1	1	1
31343	1	1	1	0	1
31346	0	0	0	0	0
47329	0	0	0	0	0
23619	0	0	0	0	0
19785	0	1	0	0	1
23611	0	1	1	1	1
23617	0	0	0	0	0
23614	1	1	1	0	1
6572	1	0	0	0	1
6573	0	0	0	0	0
27769	1	1	1	1	1
16575	1	0	0	0	1
12212	0	1	1	0	1
27762	0	0	1	0	1
27760	1	0	0	0	1
36820	0	1	0	0	1
41173	0	1	0	0	1
29614	0	1	1	0	1
7690	1	0	1	1	1
35189	0	0	0	0	0
25943	1	1	1	1	1
28213	1	1	1	1	1
36827	1	1	1	1	1
23477	0	1	0	0	1
3837	1	1	1	1	1
3831	1	1	1	1	1
23470	1	1	1	1	1
31285	0	1	1	0	1
41897	0	1	0	0	1
12218	0	1	0	0	1
35337	0	0	0	0	0
50077	1	1	1	1	1
7521	0	0	0	0	0
50071	0	0	0	0	0
50072	0	0	0	0	0
370	1	1	1	0	1
373	0	0	0	0	0
35848	1	1	1	1	1
39177	0	0	0	0	0
32646	0	1	0	0	1
16663	1	1	0	0	1
19365	1	1	1	1	1
16667	1	1	1	1	1
32316	1	1	1	1	1
16668	0	0	0	0	0
16669	0	0	0	0	0
31857	0	1	0	0	1
12352	1	1	1	1	1
31855	0	0	0	0	0
36299	0	1	0	0	1
10974	1	1	1	1	1
10975	1	1	1	1	1
10978	0	1	0	0	1
36488	0	0	0	0	0
26499	0	0	0	0	0
4696	1	0	0	1	1
26493	0	0	0	0	0
32625	1	1	0	0	1
46490	1	1	1	1	1
21116	0	0	0	0	0
19306	0	0	0	0	0
16489	0	1	0	0	1
16486	0	1	0	0	1
16487	0	0	0	0	0
21119	0	1	0	0	1
22705	0	1	0	0	1
16178	0	1	1	0	1
22708	1	1	1	1	1
22709	1	1	1	1	1
26140	1	1	1	1	1
26141	1	1	0	1	1
2277	1	1	1	1	1
2271	0	1	0	0	1
26146	0	1	0	0	1
40893	0	0	0	0	0
11594	0	0	0	0	0
43519	0	0	1	0	1
43040	0	0	0	0	0
43510	1	1	1	1	1
43043	0	0	0	0	0
42938	0	1	0	0	1
46277	0	0	0	0	0
49777	0	0	0	0	0
17282	1	1	1	1	1
41917	0	0	0	0	0
17287	1	1	1	0	1
17289	1	1	0	1	1
17530	0	1	0	0	1
17228	1	1	1	1	1
2052	0	1	0	0	1
13449	0	0	0	0	0
13448	0	0	0	0	0
2056	0	1	0	0	1
4534	1	1	1	1	1
2058	1	1	1	0	1
4741	1	1	1	1	1
13441	0	0	0	0	0
4820	0	1	1	0	1
4821	1	1	1	1	1
7980	0	0	0	0	0
11621	0	1	0	0	1
9400	0	1	1	0	1
11627	1	1	1	1	1
7985	1	1	1	1	1
11624	0	0	0	0	0
10622	1	1	1	1	1
10623	1	1	1	0	1
10626	0	1	0	0	1
33199	0	1	0	0	1
8927	0	1	0	0	1
33191	0	0	0	0	0
33441	0	0	0	0	0
11970	0	1	0	0	1
33445	0	0	0	0	0
11974	0	0	0	0	0
17759	1	1	1	1	1
17758	0	0	0	0	0
20649	0	0	0	0	0
24177	1	1	1	1	1
20647	0	0	0	0	0
27963	0	1	1	0	1
17756	1	1	1	1	1
36544	0	0	0	0	0
36548	0	0	0	0	0
13195	0	0	0	1	1
47794	0	0	0	0	0
20469	1	1	1	1	1
48429	1	1	1	1	1
20398	0	0	0	0	0
34948	1	1	1	1	1
20393	0	1	1	1	1
20460	1	1	1	0	1
48421	1	1	1	1	1
48132	1	1	1	1	1
48135	1	1	1	1	1
20396	1	1	1	1	1
20395	0	1	0	0	1
48136	0	0	0	0	0
7325	1	1	1	1	1
39771	1	1	1	1	1
10088	0	1	0	0	1
7321	1	1	1	1	1
39778	1	1	1	1	1
7329	0	1	0	0	1
10083	1	1	1	1	1
18448	0	0	0	0	0
12955	1	1	1	1	1
41772	1	1	1	1	1
12950	1	1	1	1	1
15671	0	1	0	0	1
41777	1	1	1	1	1
36177	1	1	1	1	1
29571	0	0	0	0	0
7065	0	0	0	0	0
7063	1	1	0	1	1
29575	1	1	1	1	1
29577	1	1	1	1	1
18620	1	1	1	1	1
37764	0	0	0	0	0
37941	0	1	0	0	1
37762	1	1	1	1	1
18626	0	0	0	0	0
33999	0	0	0	0	0
33998	0	1	1	0	1
37948	0	0	0	0	0
37949	1	1	1	1	1
30756	1	0	1	0	1
30757	1	1	1	1	1
15452	1	1	1	1	1
30755	1	1	1	1	1
15454	0	0	0	0	0
30753	1	1	1	1	1
15900	0	1	0	0	1
8624	1	1	1	1	1
34414	1	1	1	1	1
12488	0	1	0	0	1
34411	1	1	1	1	1
15908	1	1	1	1	1
30759	0	0	0	0	0
39342	1	1	1	1	1
50741	0	1	0	0	1
39348	1	1	1	1	1
50719	0	1	0	0	1
31597	0	0	0	0	0
50247	1	1	1	1	1
26701	0	1	1	0	1
50714	1	1	1	1	1
26707	1	1	1	1	1
50240	0	1	1	0	1
26705	1	1	1	1	1
47510	0	0	0	0	0
47517	1	1	1	1	1
47515	0	0	0	0	0
26259	0	1	0	0	1
33809	0	1	1	1	1
14796	1	1	1	1	1
40420	1	1	1	0	1
2388	1	1	1	1	1
9987	0	0	0	0	0
9984	0	0	0	0	0
9982	1	1	1	1	1
27806	0	0	0	0	0
11026	0	0	0	0	0
11029	1	1	1	0	1
27552	1	1	1	1	1
23288	1	1	1	0	1
28229	1	1	1	1	1
38161	1	1	0	1	1
411	0	0	0	0	0
23281	1	1	1	1	1
23283	1	1	1	1	1
38169	1	1	0	1	1
23285	1	1	1	0	1
1382	1	1	1	1	1
41545	0	0	0	0	0
15886	1	1	1	1	1
43212	1	0	1	0	1
47084	0	0	0	0	0
28950	0	0	0	0	0
11363	0	1	1	0	1
11360	1	1	1	1	1
32819	0	1	1	0	1
32818	0	1	1	0	1
48058	1	1	1	0	1
32813	0	1	0	0	1
32811	0	1	0	1	1
19170	0	0	0	0	0
32817	1	0	0	1	1
51046	1	1	1	1	1
19175	1	1	1	1	1
47081	1	1	1	1	1
5275	1	1	1	0	1
35452	0	0	0	0	0
19280	1	1	1	1	1
23868	0	0	0	0	0
19286	0	1	1	0	1
23864	1	1	1	1	1
19288	0	1	0	0	1
23860	1	1	1	1	1
23861	1	1	1	1	1
23862	1	1	1	1	1
28338	0	1	0	0	1
23695	1	1	1	0	1
27153	1	1	1	1	1
25131	1	1	1	1	1
25132	1	1	1	0	1
25138	0	0	0	0	0
25429	0	1	0	0	1
25422	0	0	0	0	0
25420	0	1	0	0	1
25426	1	1	1	1	1
42032	0	0	0	0	0
46060	0	1	0	0	1
46062	0	0	1	0	1
46067	1	1	1	1	1
46066	0	1	1	0	1
46069	1	1	1	1	1
42039	1	1	1	1	1
6689	1	1	1	1	1
50427	1	1	1	0	1
2429	1	1	1	0	1
39900	0	0	0	0	0
2420	1	1	1	1	1
2423	1	0	0	1	1
39908	1	1	1	1	1
2425	1	1	0	1	1
32105	1	1	0	1	1
19824	1	1	1	1	1
16347	0	0	0	0	0
16833	0	1	0	0	1
32100	0	0	0	0	0
16831	0	1	0	0	1
40945	0	0	0	0	0
19828	0	1	0	0	1
16839	1	1	1	1	1
12107	0	1	0	0	1
19822	1	1	1	1	1
6352	1	1	1	0	1
12102	1	1	0	0	1
6351	0	0	0	0	0
9242	0	1	0	1	1
9341	0	1	0	0	1
9343	0	1	0	0	1
9612	0	1	0	0	1
36489	0	0	0	0	0
9346	1	1	1	1	1
10168	1	1	0	0	1
36956	1	1	1	1	1
36486	1	1	1	1	1
36952	1	1	1	1	1
36481	0	1	1	0	1
9618	0	0	0	0	0
36483	1	1	1	1	1
46685	0	0	0	0	0
46686	0	0	0	0	0
46681	1	1	1	1	1
21250	1	0	1	0	1
46689	1	1	1	0	1
46688	1	1	1	1	1
14889	0	0	0	0	0
37579	0	1	1	0	1
1810	0	1	1	0	1
37573	1	1	1	1	1
33052	1	1	1	0	1
1818	0	0	0	0	0
33055	1	1	1	1	1
37574	1	1	0	0	1
45262	0	1	0	0	1
45263	1	1	1	1	1
48301	0	1	0	0	1
48307	0	1	0	0	1
45264	0	0	0	0	0
45268	1	1	1	1	1
48309	0	0	0	0	0
41213	1	1	1	1	1
41212	0	1	0	0	1
44687	1	1	1	1	1
40168	0	0	0	0	0
40166	1	1	1	0	1
40167	1	1	1	1	1
44689	0	0	0	0	0
26954	0	1	0	0	1
40162	1	1	1	1	1
26952	1	1	1	1	1
37683	0	0	0	0	0
37685	0	1	0	0	1
23075	1	1	1	1	1
14087	0	0	0	0	0
14089	0	0	0	0	0
47234	0	1	0	0	1
1608	1	1	1	1	1
3229	0	0	0	0	0
1977	1	1	0	1	1
37996	1	1	0	1	1
45087	1	1	1	0	1
45083	0	1	0	0	1
45080	0	0	0	0	0
40309	1	1	1	1	1
2848	1	1	1	1	1
49461	1	1	1	1	1
43703	1	1	1	1	1
2844	0	1	0	0	1
2842	1	1	1	1	1
44354	0	0	0	0	0
2840	0	0	0	0	0
4005	1	1	1	1	1
28502	1	1	1	1	1
3321	1	1	0	0	1
3322	0	0	0	0	0
3323	0	1	0	0	1
14268	1	1	1	1	1
5473	0	0	0	0	0
28505	1	1	0	1	1
28509	0	0	0	0	0
14260	0	0	0	0	0
5478	0	1	0	0	1
20076	1	1	1	1	1
20077	0	1	0	0	1
45884	1	1	1	1	1
38759	1	1	1	1	1
38756	0	1	0	0	1
38754	0	0	1	0	1
38752	0	0	0	0	0
38753	0	0	0	0	0
20078	1	1	1	1	1
37998	0	1	0	0	1
20483	0	0	0	0	0
30509	1	1	1	0	1
30508	0	0	0	0	0
47936	1	1	1	0	1
20482	1	1	1	1	1
30507	1	1	1	1	1
20953	1	1	1	1	1
18167	0	1	0	0	1
39120	0	1	0	1	1
18160	0	1	0	0	1
19426	1	1	1	1	1
18169	1	1	1	1	1
38285	0	1	0	0	1
38287	0	0	0	0	0
20485	1	0	1	0	1
20956	0	0	0	0	0
34081	0	1	0	0	1
34089	0	1	1	0	1
29902	1	1	1	0	1
29905	0	1	0	0	1
37380	0	1	0	1	1
10089	0	0	0	0	0
14460	1	1	1	1	1
47302	0	0	0	0	0
47300	0	0	0	0	0
23678	0	0	0	0	0
48931	0	0	1	0	1
48930	1	1	1	1	1
41119	1	1	1	1	1
46976	1	0	0	0	1
27706	0	0	0	0	0
11105	0	1	0	0	1
15591	0	0	0	0	0
6510	0	0	0	0	0
10790	0	1	1	0	1
15022	0	1	0	1	1
25969	1	1	1	1	1
39489	1	1	1	0	1
35133	1	1	1	1	1
30342	0	1	0	0	1
35135	0	0	0	0	0
35134	0	0	0	0	0
35137	1	1	1	1	1
39481	1	1	1	1	1
35138	0	0	0	0	0
10021	1	1	1	0	1
31108	0	0	0	0	0
31109	0	1	1	0	1
8706	0	1	0	0	1
32480	0	0	0	0	0
3813	0	0	0	0	0
3810	0	1	1	0	1
32485	1	1	1	1	1
32489	1	1	1	1	1
15093	1	1	1	1	1
30610	0	0	0	0	0
23491	0	0	0	0	0
8457	0	0	0	0	0
8455	0	0	0	0	0
34625	0	0	0	0	0
34620	1	1	1	0	1
34621	1	1	1	1	1
8459	0	0	0	0	0
39152	1	1	0	1	1
39150	1	1	1	1	1
39159	0	0	0	0	0
39158	0	0	0	0	0
31360	0	0	0	0	0
7549	0	0	0	0	0
35860	0	0	0	0	0
35866	0	1	0	0	1
35865	0	0	0	0	0
50505	0	1	0	0	1
7542	0	1	1	0	1
7544	0	0	0	0	0
35682	0	0	0	0	0
50503	0	1	1	1	1
16649	1	1	1	1	1
19349	1	1	1	1	1
19618	1	1	1	1	1
19619	0	1	0	0	1
32667	1	1	1	1	1
19340	1	1	1	1	1
16133	1	1	1	1	1
19611	0	0	0	0	0
12739	1	1	1	1	1
28398	0	0	0	0	0
16612	0	1	0	0	1
6163	1	1	1	1	1
13208	1	1	1	1	1
12734	1	1	1	1	1
12735	1	1	1	1	1
28297	1	1	0	1	1
10993	1	1	1	1	1
24616	1	1	1	0	1
24615	0	0	0	0	0
24612	1	1	1	1	1
24613	0	1	0	0	1
24610	1	1	1	1	1
24611	0	1	1	0	1
25637	1	0	1	1	1
25632	0	0	0	0	0
24948	1	1	1	1	1
24949	1	1	1	1	1
46472	0	0	0	0	0
12769	1	1	0	1	1
38997	0	1	1	1	1
38998	1	1	1	1	1
22726	0	1	0	0	1
43534	0	0	0	0	0
43530	1	1	1	1	1
2216	1	1	0	1	1
34538	1	1	1	1	1
31818	1	1	1	1	1
8528	1	1	1	1	1
20857	0	1	0	0	1
43023	1	1	1	1	1
43020	1	1	1	1	1
22598	0	1	0	0	1
5602	1	0	0	0	1
46217	0	0	0	0	0
46215	1	1	1	1	1
41973	1	1	1	1	1
41975	0	1	0	0	1
33357	0	0	0	0	0
41979	0	1	0	0	1
17517	1	1	1	1	1
12853	0	1	1	0	1
33608	1	1	1	1	1
25092	1	1	1	0	1
12852	0	1	0	0	1
25096	1	0	0	1	1
25095	1	1	1	1	1
25094	0	1	0	0	1
13463	1	1	1	1	1
4513	1	1	1	1	1
25098	0	1	0	0	1
13466	0	1	0	0	1
11649	1	1	1	0	1
11648	0	0	0	0	0
8525	1	1	1	1	1
9423	1	1	1	1	1
11645	1	1	1	1	1
9426	1	1	1	1	1
9922	1	1	1	1	1
17771	1	1	1	1	1
17770	1	1	1	1	1
14783	0	1	0	0	1
5284	1	0	1	0	1
46833	1	1	1	1	1
17778	1	1	1	1	1
20663	1	1	1	1	1
26607	0	1	1	0	1
27940	1	1	1	0	1
27946	0	1	0	0	1
29089	0	0	0	0	0
36567	0	1	0	0	1
44282	1	1	1	1	1
42777	0	1	1	1	1
42952	0	1	0	0	1
21392	0	1	1	0	1
42772	1	1	1	0	1
42958	1	1	1	1	1
21399	1	1	1	1	1
48116	0	1	0	0	1
48115	1	1	1	1	1
44918	0	1	0	0	1
27495	1	1	1	0	1
38729	0	0	0	0	0
27497	0	0	0	0	0
20440	1	1	1	1	1
27499	1	1	1	0	1
27498	0	1	0	0	1
45749	0	1	0	0	1
45748	0	0	1	0	1
20448	0	1	0	0	1
49259	1	1	1	1	1
15466	0	1	1	0	1
29082	0	1	0	0	1
9026	0	0	1	0	1
9289	0	0	0	0	0
7304	0	1	0	0	1
7005	1	1	1	0	1
7308	0	1	1	0	1
9286	0	1	1	0	1
9281	1	1	1	1	1
9280	0	1	1	0	1
9283	1	1	1	0	1
33421	0	0	0	0	0
33420	0	0	0	0	0
18420	0	0	0	0	0
11914	1	1	1	1	1
33427	1	1	0	1	1
18425	1	1	1	1	1
18429	1	1	1	1	1
15613	1	1	1	1	1
12931	0	0	0	0	0
30194	0	1	0	0	1
30197	0	0	0	0	0
41792	0	1	0	0	1
41790	0	0	0	0	0
41791	1	1	1	1	1
7044	1	1	1	1	1
10205	0	1	1	0	1
10202	0	0	0	0	0
10203	1	1	1	1	1
7043	0	1	1	0	1
10201	0	1	0	0	1
10208	1	1	1	1	1
18398	0	1	0	0	1
49864	0	1	0	0	1
36267	0	0	0	0	0
37749	1	1	1	1	1
37960	1	1	0	0	1
37961	1	1	1	0	1
18393	0	1	0	0	1
37741	1	1	1	0	1
8609	0	0	0	0	0
6987	0	0	0	0	0
30991	1	1	1	1	1
15926	0	1	0	0	1
6984	1	1	1	1	1
8606	1	1	1	1	1
15921	0	1	0	0	1
34435	0	1	0	0	1
8605	1	1	1	1	1
50264	0	0	0	0	0
21163	0	0	0	0	0
50266	1	1	1	1	1
26723	1	1	1	0	1
7693	0	1	0	0	1
39360	1	1	1	1	1
39361	0	1	0	0	1
24993	1	1	1	1	1
24379	0	1	0	0	1
24378	0	0	0	0	0
2983	0	0	0	0	0
2982	1	1	1	1	1
2987	0	1	0	1	1
1018	0	0	1	0	1
4477	1	1	1	1	1
47829	0	1	1	0	1
47530	1	1	1	1	1
1017	0	0	0	0	0
1011	1	1	1	0	1
47536	1	1	1	1	1
47821	1	1	1	1	1
40448	1	1	1	1	1
4354	1	1	1	1	1
50198	0	0	0	0	0
4350	1	1	1	1	1
40447	0	1	1	0	1
40446	1	1	1	1	1
28241	0	0	0	0	0
28715	0	1	0	0	1
8677	0	0	1	0	1
11007	0	1	0	0	1
28247	0	0	0	0	0
28248	0	0	0	0	0
11008	1	1	1	1	1
28718	1	1	1	0	1
38143	1	1	1	1	1
38147	0	1	0	0	1
13705	1	1	1	0	1
434	1	1	1	1	1
435	1	1	0	1	1
11345	1	1	1	0	1
11346	0	0	0	0	0
11343	0	0	0	0	0
43237	1	1	1	1	1
11348	1	1	1	1	1
43232	1	1	1	1	1
50994	0	0	0	0	0
19110	1	1	1	1	1
32872	1	0	1	0	1
5708	1	1	1	1	1
32874	0	1	0	0	1
19117	0	0	0	0	0
51028	1	1	1	0	1
5707	1	1	1	1	1
5701	0	0	0	0	0
21312	1	1	1	1	1
26677	1	1	1	1	1
35474	1	1	1	1	1
35475	1	1	1	1	1
35477	1	1	1	1	1
35478	1	1	1	1	1
28865	0	0	1	0	1
49037	1	1	1	0	1
28861	0	1	1	0	1
28863	0	0	0	0	0
28862	0	0	0	0	0
30961	1	0	1	1	1
32766	1	1	1	1	1
42074	1	1	1	1	1
48848	1	1	1	1	1
46754	1	1	1	0	1
12453	1	1	0	0	1
23803	0	1	0	0	1
23807	1	1	1	1	1
24842	1	1	1	1	1
13984	1	1	1	1	1
46023	0	0	0	0	0
48737	0	0	0	0	0
46750	0	0	0	0	0
21005	1	1	1	1	1
50697	1	1	1	1	1
43490	1	1	1	1	1
43497	0	1	0	0	1
43496	1	1	1	1	1
25154	0	1	1	0	1
25409	1	1	1	1	1
32294	0	1	0	0	1
16580	0	1	1	0	1
45228	1	1	0	1	1
21898	1	1	1	0	1
46047	1	1	1	1	1
21895	0	0	0	0	0
49210	0	1	1	0	1
42542	1	1	1	1	1
50225	1	1	1	1	1
45226	1	1	1	1	1
10837	1	1	1	1	1
10831	0	0	0	0	0
10830	0	1	0	0	1
45225	0	1	0	0	1
39967	0	1	0	0	1
2469	1	1	1	1	1
32122	1	1	1	1	1
48340	1	1	1	1	1
16365	0	1	0	0	1
23388	0	1	0	0	1
32129	0	0	0	0	0
19808	0	1	0	0	1
7826	0	0	0	0	0
41154	0	1	0	0	1
18704	0	1	0	0	1
17189	1	1	1	1	1
1059	1	1	1	1	1
17180	0	1	0	0	1
17183	1	1	1	0	1
17184	1	1	1	1	1
6581	0	1	0	0	1
17186	1	1	1	1	1
9364	0	0	0	0	0
9365	0	0	0	0	0
37511	1	1	1	1	1
37513	0	0	0	0	0
21270	1	1	1	1	1
8981	1	1	0	1	1
8983	0	0	0	0	0
8982	0	0	0	0	0
49633	1	1	1	0	1
49632	1	1	1	1	1
3798	0	0	1	0	1
1835	0	1	0	0	1
3797	0	0	0	0	0
3791	1	1	1	1	1
48328	0	0	0	0	0
45249	1	1	1	1	1
2156	1	1	1	1	1
4982	1	1	1	1	1
4984	0	0	0	0	0
2400	0	1	0	0	1
4986	1	1	1	1	1
45240	1	1	1	1	1
41890	1	1	1	1	1
45534	1	1	1	1	1
48323	0	0	0	0	0
48324	1	1	1	1	1
2159	1	1	1	1	1
45530	1	1	1	1	1
44118	1	1	1	1	1
44110	0	1	1	0	1
1953	1	1	1	1	1
14069	0	0	0	0	0
49981	1	1	1	0	1
14065	0	1	0	0	1
49987	0	0	0	0	0
1958	1	1	1	1	1
14296	0	1	0	0	1
41090	0	0	0	0	0
41093	1	1	1	1	1
3248	0	1	1	0	1
41096	0	0	0	0	0
3247	1	1	1	1	1
3245	1	1	1	1	1
36970	1	1	1	1	1
36971	1	0	0	0	1
36972	1	0	0	1	1
13255	1	1	1	1	1
13257	0	1	0	0	1
18983	1	1	1	1	1
18989	0	0	0	0	0
18988	0	1	1	0	1
28529	0	1	1	0	1
14209	0	0	0	0	0
38770	1	1	1	1	1
3308	0	0	0	0	0
3309	0	0	0	0	0
28521	0	0	0	0	0
3304	0	0	0	0	0
38416	1	1	1	1	1
28524	0	1	0	1	1
14207	1	1	1	1	1
3301	1	1	1	1	1
30561	0	0	0	0	0
30565	0	1	0	0	1
48589	0	1	1	0	1
30566	1	0	1	1	1
30569	0	1	0	0	1
20050	0	0	0	0	0
20051	0	1	0	0	1
48582	1	1	1	1	1
20053	0	1	0	0	1
36602	1	1	1	1	1
36603	0	1	0	0	1
36600	1	0	0	0	1
36608	1	1	1	1	1
47491	1	1	1	1	1
18184	1	1	1	1	1
18183	0	1	0	0	1
41636	1	0	1	1	1
41631	1	1	1	1	1
40482	1	1	1	0	1
41639	1	1	1	1	1
2790	0	1	0	0	1
14567	1	1	1	1	1
48590	0	1	0	0	1
33824	0	0	0	0	0
29383	0	0	0	0	0
29382	1	1	1	0	1
29381	0	1	0	0	1
40855	1	1	1	1	1
29438	1	1	1	0	1
40327	1	1	0	1	1
40328	1	1	1	1	1
29926	0	1	0	0	1
29436	1	1	1	1	1
43442	0	1	1	0	1
14562	0	1	0	0	1
47673	0	0	0	0	0
47672	0	1	0	0	1
1225	0	1	0	1	1
43335	1	1	1	1	1
28388	1	1	1	1	1
1222	1	0	0	1	1
1220	0	0	0	0	0
23125	1	1	1	1	1
